model,accuracy,precision,recall,f1_score,roc_auc,mcc,cv_f1_mean,cv_f1_std
XGBoost,0.9333333333333333,0.925,1.0,0.961038961038961,0.9358108108108107,0.7603453162872774,0.9429850850903483,0.017675508652884683
